Label	Probeset	NCBIGeneID	GeneSymbol	Chromosome	MapLocation
EXOC7	23265	23265	EXOC7	17	17q25.1
RNF157	114804	114804	RNF157	17	17q25.1
UBALD2	283991	283991	UBALD2	17	17q25.1
PRPSAP1	5635	5635	PRPSAP1	17	17q24-q25
UBE2O	63893	63893	UBE2O	17	17q25.1
RHBDF2	79651	79651	RHBDF2	17	17q25.1
CYGB	114757	114757	CYGB	17	17q25.1
ST6GALNAC1	55808	55808	ST6GALNAC1	17	17q25.1
MXRA7	439921	439921	MXRA7	17	17q25.1
JMJD6	23210	23210	JMJD6	17	17q25
METTL23	124512	124512	METTL23	17	17q25.1
SRSF2	6427	6427	SRSF2	17	17q25.1
MFSD11	79157	79157	MFSD11	17	17q25
SEC14L1	6397	6397	SEC14L1	17	17q25.2
SNHG20	654434	654434	SNHG20	17	17q25.2
TNRC6C	57690	57690	TNRC6C	17	17q25.3
TMC6	11322	11322	TMC6	17	17q25.3
TMC8	147138	147138	TMC8	17	17q25.3
SYNGR2	9144	9144	SYNGR2	17	17q25.3
TK1	7083	7083	TK1	17	17q23.2-q25.3
AFMID	125061	125061	AFMID	17	17q25.3
BIRC5	332	332	BIRC5	17	17q25
SOCS3	9021	9021	SOCS3	17	17q25.3
PGS1	9489	9489	PGS1	17	17q25.3
CYTH1	9267	9267	CYTH1	17	17q25
USP36	57602	57602	USP36	17	17q25.3
TIMP2	7077	7077	TIMP2	17	17q25
LGALS3BP	3959	3959	LGALS3BP	17	17q25
CANT1	124583	124583	CANT1	17	17q25.3
C1QTNF1	114897	114897	C1QTNF1	17	17q25.3
ENGASE	64772	64772	ENGASE	17	17q25.3
ENPP7	339221	339221	ENPP7	17	17q25.3
CBX8	57332	57332	CBX8	17	17q25.3
CBX4	8535	8535	CBX4	17	17q25.3
GAA	2548	2548	GAA	17	17q25.2-q25.3
EIF4A3	9775	9775	EIF4A3	17	17q25.3
SGSH	6448	6448	SGSH	17	17q25.3
SLC26A11	284129	284129	SLC26A11	17	17q25.3
RNF213	57674	57674	RNF213	17	17q25.3
ENDOV	284131	284131	ENDOV	17	17q25.3
RPTOR	57521	57521	RPTOR	17	17q25.3
CHMP6	79643	79643	CHMP6	17	17q25.3
BAIAP2	10458	10458	BAIAP2	17	17q25
AATK	9625	9625	AATK	17	17q25.3
CEP131	22994	22994	CEP131	17	17q25.3
ENTHD2	146705	146705	ENTHD2	17	17q25.3
C17orf89	284184	284184	C17orf89	17	17q25.3
SLC38A10	124565	124565	SLC38A10	17	17q25.3
ACTG1	71	71	ACTG1	17	17q25
FAAP100	80233	80233	FAAP100	17	17q25.3
NPLOC4	55666	55666	NPLOC4	17	17qter
OXLD1	339229	339229	OXLD1	17	17q25.3
CCDC137	339230	339230	CCDC137	17	17q25.3
ARL16	339231	339231	ARL16	17	17q25.3
HGS	9146	9146	HGS	17	17q25
SLC25A10	1468	1468	SLC25A10	17	17q25.3
MRPL12	6182	6182	MRPL12	17	17q25
FAM195B	348262	348262	FAM195B	17	17q25.3
P4HB	5034	5034	P4HB	17	17q25
ARHGDIA	396	396	ARHGDIA	17	17q25.3
ALYREF	10189	10189	ALYREF	17	17q25.3
ANAPC11	51529	51529	ANAPC11	17	17q25.3
NPB	256933	256933	NPB	17	17q25.3
PCYT2	5833	5833	PCYT2	17	17q25.3
SIRT7	51547	51547	SIRT7	17	17q25
MAFG	4097	4097	MAFG	17	17q25.3
PYCR1	5831	5831	PYCR1	17	17q25.3
ASPSCR1	79058	79058	ASPSCR1	17	17q25.3
STRA13	201254	201254	STRA13	17	17q25.3
LRRC45	201255	201255	LRRC45	17	17q25.3
RAC3	5881	5881	RAC3	17	17q25.3
DCXR	51181	51181	DCXR	17	17q25.3
RFNG	5986	5986	RFNG	17	17q25
GPS1	2873	2873	GPS1	17	17q25.3
DUS1L	64118	64118	DUS1L	17	17q25.3
FASN	2194	2194	FASN	17	17q25
CCDC57	284001	284001	CCDC57	17	17q25.3
SLC16A3	9123	9123	SLC16A3	17	17q25
CSNK1D	1453	1453	CSNK1D	17	17q25
CD7	924	924	CD7	17	17q25.2-q25.3
SECTM1	6398	6398	SECTM1	17	17q25
OGFOD3	79701	79701	OGFOD3	17	17q25.3
HEXDC	284004	284004	HEXDC	17	17q25.3
C17orf62	79415	79415	C17orf62	17	17q25.3
NARF	26502	26502	NARF	17	17q25.3
FOXK2	3607	3607	FOXK2	17	17q25
WDR45B	56270	56270	WDR45B	17	17q25.3
RAB40B	10966	10966	RAB40B	17	17q25.3
FN3KRP	79672	79672	FN3KRP	17	17q25.3
FN3K	64122	64122	FN3K	17	17q25.3
TBCD	6904	6904	TBCD	17	17q25.3
METRNL	284207	284207	METRNL	17	17q25.3
ROCK1P1	727758	727758	ROCK1P1	18	18p11.32
USP14	9097	9097	USP14	18	18p11.32
THOC1	9984	9984	THOC1	18	18p11.32
COLEC12	81035	81035	COLEC12	18	18p11.32
TYMS	7298	7298	TYMS	18	18p11.32
ENOSF1	55556	55556	ENOSF1	18	18p11.32
YES1	7525	7525	YES1	18	18p11.31-p11.21
METTL4	64863	64863	METTL4	18	18p11.32
NDC80	10403	10403	NDC80	18	18p11.32
SMCHD1	23347	23347	SMCHD1	18	18p11.32
EMILIN2	84034	84034	EMILIN2	18	18p11.3
LPIN2	9663	9663	LPIN2	18	18p11.31
LOC727896	727896	727896	LOC727896	18	18p11.31
MYL12A	10627	10627	MYL12A	18	18p11.31
MYL12B	103910	103910	MYL12B	18	18p11.31
TGIF1	7050	7050	TGIF1	18	18p11.3
LINC00526	147525	147525	LINC00526	18	18p11.31
ZBTB14	7541	7541	ZBTB14	18	18p11.31
EPB41L3	23136	23136	EPB41L3	18	18p11.32
PTPRM	5797	5797	PTPRM	18	18p11.2
RAB12	201475	201475	RAB12	18	18p11.22
NDUFV2	4729	4729	NDUFV2	18	18p11.22
ANKRD12	23253	23253	ANKRD12	18	18p11.22
TWSG1	57045	57045	TWSG1	18	18p11.3
RALBP1	10928	10928	RALBP1	18	18p11.3
PPP4R1	9989	9989	PPP4R1	18	18p11.22
RAB31	11031	11031	RAB31	18	18p11.3
VAPA	9218	9218	VAPA	18	18p11.22
APCDD1	147495	147495	APCDD1	18	18p11.22
NAPG	8774	8774	NAPG	18	18p11.22
CHMP1B	57132	57132	CHMP1B	18	18p11.21
MPPE1	65258	65258	MPPE1	18	18p11.21
IMPA2	3613	3613	IMPA2	18	18p11.2
TUBB6	84617	84617	TUBB6	18	18p11.21
AFG3L2	10939	10939	AFG3L2	18	18p11
PSMG2	56984	56984	PSMG2	18	18p11.21
CEP76	79959	79959	CEP76	18	18p11.21
PTPN2	5771	5771	PTPN2	18	18p11.3-p11.2
SEH1L	81929	81929	SEH1L	18	18p11.21
CEP192	55125	55125	CEP192	18	18p11.21
LDLRAD4	753	753	LDLRAD4	18	18p11.21
FAM210A	125228	125228	FAM210A	18	18p11.21
RNMT	8731	8731	RNMT	18	18p11.21
ROCK1	6093	6093	ROCK1	18	18q11.1
ESCO1	114799	114799	ESCO1	18	18q11.2
SNRPD1	6632	6632	SNRPD1	18	18q11.2
ABHD3	171586	171586	ABHD3	18	18q11.2
MIB1	57534	57534	MIB1	18	18q11.2
GATA6	2627	2627	GATA6	18	18q11.1-q11.2
RBBP8	5932	5932	RBBP8	18	18q11.2
CABLES1	91768	91768	CABLES1	18	18q11.2
RIOK3	8780	8780	RIOK3	18	18q11.2
C18orf8	29919	29919	C18orf8	18	18q11.2
NPC1	4864	4864	NPC1	18	18q11.2
ANKRD29	147463	147463	ANKRD29	18	18q11.2
LAMA3	3909	3909	LAMA3	18	18q11.2
TTC39C	125488	125488	TTC39C	18	18q11.2
OSBPL1A	114876	114876	OSBPL1A	18	18q11.1
IMPACT	55364	55364	IMPACT	18	18q11.2-q12.1
SS18	6760	6760	SS18	18	18q11.2
DSC2	1824	1824	DSC2	18	18q12.1
DSG2	1829	1829	DSG2	18	18q12.1
B4GALT6	9331	9331	B4GALT6	18	18q11
TRAPPC8	22878	22878	TRAPPC8	18	18q12.1
RNF125	54941	54941	RNF125	18	18q12.1
RNF138	51444	51444	RNF138	18	18q12.1
MEP1B	4225	4225	MEP1B	18	18q12.2-q12.3
GAREM1	64762	64762	GAREM1	18	18q12.1
MAPRE2	10982	10982	MAPRE2	18	18q12.1
ZNF397	84307	84307	ZNF397	18	18q12.2
ZSCAN30	100101467	100101467	ZSCAN30	18	18q12.2
ZNF271P	10778	10778	ZNF271P	18	18q12
ZNF24	7572	7572	ZNF24	18	18q12
INO80C	125476	125476	INO80C	18	18q12.2
GALNT1	2589	2589	GALNT1	18	18q12.1
C18orf21	83608	83608	C18orf21	18	18q12.2
RPRD1A	55197	55197	RPRD1A	18	18q12.2
SLC39A6	25800	25800	SLC39A6	18	18q12.2
ELP2	55250	55250	ELP2	18	18q12.2
MOCOS	55034	55034	MOCOS	18	18q12
TPGS2	25941	25941	TPGS2	18	18q12.2
PIK3C3	5289	5289	PIK3C3	18	18q12.3
EPG5	57724	57724	EPG5	18	18q12.3
PSTPIP2	9050	9050	PSTPIP2	18	18q12|tdb7990
ATP5A1	498	498	ATP5A1	18	18q21
HAUS1	115106	115106	HAUS1	18	18q21.1
C18orf25	147339	147339	C18orf25	18	18q21.1
PIAS2	9063	9063	PIAS2	18	18q21.1
HDHD2	84064	84064	HDHD2	18	18q21.1
IER3IP1	51124	51124	IER3IP1	18	18q12
SMAD2	4087	4087	SMAD2	18	18q21.1
CTIF	9811	9811	CTIF	18	18q21.1
SMAD7	4092	4092	SMAD7	18	18q21.1
DYM	54808	54808	DYM	18	18q21.1
C18orf32	497661	497661	C18orf32	18	18q21.1
RPL17	6139	6139	RPL17	18	18q21
SNORD58C	100124516	100124516	SNORD58C	18	18q21.1
LIPG	9388	9388	LIPG	18	18q21.1
ACAA2	10449	10449	ACAA2	18	18q21.1
SCARNA17	677769	677769	SCARNA17	18	18q21.1
MYO5B	4645	4645	MYO5B	18	18q21
MBD1	4152	4152	MBD1	18	18q21
CXXC1	30827	30827	CXXC1	18	18q12
SKA1	220134	220134	SKA1	18	18q21.1
MRO	83876	83876	MRO	18	18q21
ME2	4200	4200	ME2	18	18q21
SMAD4	4089	4089	SMAD4	18	18q21.1
ELAC1	55520	55520	ELAC1	18	18q21
MEX3C	51320	51320	MEX3C	18	18q21.2
MBD2	8932	8932	MBD2	18	18q21
POLI	11201	11201	POLI	18	18q21.1
RAB27B	5874	5874	RAB27B	18	18q21.2
CCDC68	80323	80323	CCDC68	18	18q21
TCF4	6925	6925	TCF4	18	18q21.1
TXNL1	9352	9352	TXNL1	18	18q21.31
WDR7	23335	23335	WDR7	18	18q21.31
FECH	2235	2235	FECH	18	18q21.3
NARS	4677	4677	NARS	18	18q21.31
ATP8B1	5205	5205	ATP8B1	18	18q21.31
NEDD4L	23327	23327	NEDD4L	18	18q21.31
MALT1	10892	10892	MALT1	18	18q21
ZNF532	55205	55205	ZNF532	18	18q21.32
SEC11C	90701	90701	SEC11C	18	18q21.32
LMAN1	3998	3998	LMAN1	18	18q21.3-q22
PMAIP1	5366	5366	PMAIP1	18	18q21.32
PIGN	23556	23556	PIGN	18	18q21.33
KIAA1468	57614	57614	KIAA1468	18	18q21.33
TNFRSF11A	8792	8792	TNFRSF11A	18	18q22.1
ZCCHC2	54877	54877	ZCCHC2	18	18q21.33
PHLPP1	23239	23239	PHLPP1	18	18q21.33
BCL2	596	596	BCL2	18	18q21.3
KDSR	2531	2531	KDSR	18	18q21.3
VPS4B	9525	9525	VPS4B	18	18q21.33
SERPINB5	5268	5268	SERPINB5	18	18q21.33
SERPINB8	5271	5271	SERPINB8	18	18q22.1
TMX3	54495	54495	TMX3	18	18q22
SOCS6	9306	9306	SOCS6	18	18q22.2
TIMM21	29090	29090	TIMM21	18	18q22.3
CYB5A	1528	1528	CYB5A	18	18q23
CNDP2	55748	55748	CNDP2	18	18q22.3
ZADH2	284273	284273	ZADH2	18	18q22.3
TSHZ1	10194	10194	TSHZ1	18	18q22.3
ZNF516	9658	9658	ZNF516	18	18q23
MBP	4155	4155	MBP	18	18q23
NFATC1	4772	4772	NFATC1	18	18q23
CTDP1	9150	9150	CTDP1	18	18q23
PQLC1	80148	80148	PQLC1	18	18q23
HSBP1L1	440498	440498	HSBP1L1	18	18q23
TXNL4A	10907	10907	TXNL4A	18	18q23
RBFA	79863	79863	RBFA	18	18q23
ADNP2	22850	22850	ADNP2	18	18q23
PARD6G	84552	84552	PARD6G	18	18q23
WASH5P	375690	375690	WASH5P	19	19p13.3
PLPP2	8612	8612	PLPP2	19	19p13
MIER2	54531	54531	MIER2	19	19p13.3
SHC2	25759	25759	SHC2	19	19p13.3
MADCAM1	8174	8174	MADCAM1	19	19p13.3
TPGS1	91978	91978	TPGS1	19	19p13.3
CDC34	997	997	CDC34	19	19p13.3
GZMM	3004	3004	GZMM	19	19p13.3
BSG	682	682	BSG	19	19p13.3
POLRMT	5442	5442	POLRMT	19	19p13.3
RNF126	55658	55658	RNF126	19	19p13.3
FSTL3	10272	10272	FSTL3	19	19p13
PALM	5064	5064	PALM	19	19p13.3
MISP	126353	126353	MISP	19	19p13.3
PTBP1	5725	5725	PTBP1	19	19p13.3
CFD	1675	1675	CFD	19	19p13.3
MED16	10025	10025	MED16	19	19p13.3
R3HDM4	91300	91300	R3HDM4	19	19p13.3
ARID3A	1820	1820	ARID3A	19	19p13.3
WDR18	57418	57418	WDR18	19	19p13.3
TMEM259	91304	91304	TMEM259	19	19p13.3
CNN2	1265	1265	CNN2	19	19p13.3
ABCA7	10347	10347	ABCA7	19	19p13.3
HMHA1	23526	23526	HMHA1	19	19p13.3
POLR2E	5434	5434	POLR2E	19	19p13.3
GPX4	2879	2879	GPX4	19	19p13.3
SBNO2	22904	22904	SBNO2	19	19p13.3
STK11	6794	6794	STK11	19	19p13.3
ATP5D	513	513	ATP5D	19	19p13.3
MIDN	90007	90007	MIDN	19	19p13.3
CIRBP	1153	1153	CIRBP	19	19p13.3
C19orf24	55009	55009	C19orf24	19	19p13.3
EFNA2	1943	1943	EFNA2	19	19p13.3
MUM1	84939	84939	MUM1	19	19p13.3
NDUFS7	374291	374291	NDUFS7	19	19p13.3
GAMT	2593	2593	GAMT	19	19p13.3
DAZAP1	26528	26528	DAZAP1	19	19p13.3
RPS15	6209	6209	RPS15	19	19p13.3
C19orf25	148223	148223	C19orf25	19	19p13.3
REEP6	92840	92840	REEP6	19	19p13.3
ADAMTSL5	339366	339366	ADAMTSL5	19	19p13.3
MEX3D	399664	399664	MEX3D	19	19p13.3
MBD3	53615	53615	MBD3	19	19p13.3
UQCR11	10975	10975	UQCR11	19	19p13.3
TCF3	6929	6929	TCF3	19	19p13.3
REXO1	57455	57455	REXO1	19	19p13.3
KLF16	83855	83855	KLF16	19	19p13.3
ABHD17A	81926	81926	ABHD17A	19	19p13.3
SCAMP4	113178	113178	SCAMP4	19	19p13.3
CSNK1G2	1455	1455	CSNK1G2	19	19p13.3
BTBD2	55643	55643	BTBD2	19	19p13.3
MKNK2	2872	2872	MKNK2	19	19p13.3
MOB3A	126308	126308	MOB3A	19	19p13.3
AP3D1	8943	8943	AP3D1	19	19p13.3
DOT1L	84444	84444	DOT1L	19	19p13.3
PLEKHJ1	55111	55111	PLEKHJ1	19	19p13.3
SF3A2	8175	8175	SF3A2	19	19p13.3
SPPL2B	56928	56928	SPPL2B	19	19p13.3
OAZ1	4946	4946	OAZ1	19	19p13.3
LSM7	51690	51690	LSM7	19	19p13.3
TIMM13	26517	26517	TIMM13	19	19p13.3
LMNB2	84823	84823	LMNB2	19	19p13.3
GADD45B	4616	4616	GADD45B	19	19p13.3
GNG7	2788	2788	GNG7	19	19p13.3
SLC39A3	29985	29985	SLC39A3	19	19p13.3
SGTA	6449	6449	SGTA	19	19p13
THOP1	7064	7064	THOP1	19	19p13.3
ZNF554	115196	115196	ZNF554	19	19p13.3
ZNF57	126295	126295	ZNF57	19	19p13.3
TLE2	7089	7089	TLE2	19	19p13.3
AES	166	166	AES	19	19p13.3
GNA11	2767	2767	GNA11	19	19p13.3
GNA15	2769	2769	GNA15	19	19p13.3
S1PR4	8698	8698	S1PR4	19	19p13.3
NCLN	56926	56926	NCLN	19	19p13.3
NFIC	4782	4782	NFIC	19	19p13.3
SMIM24	284422	284422	SMIM24	19	19p13.3
DOHH	83475	83475	DOHH	19	19p13.3
FZR1	51343	51343	FZR1	19	19p13.3
MFSD12	126321	126321	MFSD12	19	19p13.3
C19orf71	100128569	100128569	C19orf71	19	19p13.3
HMG20B	10362	10362	HMG20B	19	19p13.3
TBXA2R	6915	6915	TBXA2R	19	19p13.3
CACTIN	58509	58509	CACTIN	19	19p13.3
PIP5K1C	23396	23396	PIP5K1C	19	19p13.3
TJP3	27134	27134	TJP3	19	19p13.3
APBA3	9546	9546	APBA3	19	19p13.3
MRPL54	116541	116541	MRPL54	19	19p13.3
MATK	4145	4145	MATK	19	19p13.3
DAPK3	1613	1613	DAPK3	19	19p13.3
EEF2	1938	1938	EEF2	19	19p13.3
PIAS4	51588	51588	PIAS4	19	19p13.3
ZBTB7A	51341	51341	ZBTB7A	19	19p13.3
MAP2K2	5605	5605	MAP2K2	19	19p13.3
CREB3L3	84699	84699	CREB3L3	19	19p13.3
SIRT6	51548	51548	SIRT6	19	19p13.3
EBI3	10148	10148	EBI3	19	19p13.3
CCDC94	55702	55702	CCDC94	19	19p13.3
TMIGD2	126259	126259	TMIGD2	19	19p13.3
STAP2	55620	55620	STAP2	19	19p13.3
MPND	84954	84954	MPND	19	19p13.3
SH3GL1	6455	6455	SH3GL1	19	19p13.3
CHAF1A	10036	10036	CHAF1A	19	19p13.3
UBXN6	80700	80700	UBXN6	19	19p13
HDGFRP2	84717	84717	HDGFRP2	19	19p13.3
LRG1	116844	116844	LRG1	19	19p13.3
SEMA6B	10501	10501	SEMA6B	19	19p13.3
TNFAIP8L1	126282	126282	TNFAIP8L1	19	19p13.3
MYDGF	56005	56005	MYDGF	19	19p13.3
DPP9	91039	91039	DPP9	19	19p13.3
FEM1A	55527	55527	FEM1A	19	19p13.3
TICAM1	148022	148022	TICAM1	19	19p13.3
PLIN3	10226	10226	PLIN3	19	19p13.3
UHRF1	29128	29128	UHRF1	19	19p13.3
KDM4B	23030	23030	KDM4B	19	19p13.3
PTPRS	5802	5802	PTPRS	19	19p13.3
SAFB2	9667	9667	SAFB2	19	19p13.3
SAFB	6294	6294	SAFB	19	19p13.3
C19orf70	125988	125988	C19orf70	19	19p13.3
RPL36	25873	25873	RPL36	19	19p13.3
LONP1	9361	9361	LONP1	19	19p13.2
PRR22	163154	163154	PRR22	19	19p13.3
DUS3L	56931	56931	DUS3L	19	19p13.3
FUT6	2528	2528	FUT6	19	19p13.3
FUT3	2525	2525	FUT3	19	19p13.3
NDUFA11	126328	126328	NDUFA11	19	19p13.3
VMAC	400673	400673	VMAC	19	19p13.3
CAPS	828	828	CAPS	19	19p13.3
RANBP3	8498	8498	RANBP3	19	19p13.3
MLLT1	4298	4298	MLLT1	19	19p13.3
CLPP	8192	8192	CLPP	19	19p13.3
ALKBH7	84266	84266	ALKBH7	19	19p13.3
GTF2F1	2962	2962	GTF2F1	19	19p13.3
KHSRP	8570	8570	KHSRP	19	19p13.3
SLC25A23	79085	79085	SLC25A23	19	19p13.3
CRB3	92359	92359	CRB3	19	19p13.3
DENND1C	79958	79958	DENND1C	19	19p13.3
TUBB4A	10382	10382	TUBB4A	19	19p13.3
TNFSF14	8740	8740	TNFSF14	19	19p13.3
C3	718	718	C3	19	19p13.3-p13.2
GPR108	56927	56927	GPR108	19	19p13.3
TRIP10	9322	9322	TRIP10	19	19p13.3
SH2D3A	10045	10045	SH2D3A	19	19p13.3
VAV1	7409	7409	VAV1	19	19p13.3
ZNF557	79230	79230	ZNF557	19	19p13.2
INSR	3643	3643	INSR	19	19p13.3-p13.2
ARHGEF18	23370	23370	ARHGEF18	19	19p13.3
PEX11G	92960	92960	PEX11G	19	19p13.2
ZNF358	140467	140467	ZNF358	19	19p13.2
MCOLN1	57192	57192	MCOLN1	19	19p13.2
PNPLA6	10908	10908	PNPLA6	19	19p13.2
CAMSAP3	57662	57662	CAMSAP3	19	19p13.2
XAB2	56949	56949	XAB2	19	19p13.2
PET100	100131801	100131801	PET100	19	19p13.2
STXBP2	6813	6813	STXBP2	19	19p13.2
TRAPPC5	126003	126003	TRAPPC5	19	19p13.2
FCER2	2208	2208	FCER2	19	19p13.3
CD209	30835	30835	CD209	19	19p13
EVI5L	115704	115704	EVI5L	19	19p13.2
MAP2K7	5609	5609	MAP2K7	19	19p13.3-p13.2
SNAPC2	6618	6618	SNAPC2	19	19p13
TIMM44	10469	10469	TIMM44	19	19p13.2
ELAVL1	1994	1994	ELAVL1	19	19p13.2
CCL25	6370	6370	CCL25	19	19p13.2
CERS4	79603	79603	CERS4	19	19p13.2
CD320	51293	51293	CD320	19	19p13.2
NDUFA7	4701	4701	NDUFA7	19	19p13.2
RPS28	6234	6234	RPS28	19	19p13.2
KANK3	256949	256949	KANK3	19	19p13.2
ANGPTL4	51129	51129	ANGPTL4	19	19p13.3
RAB11B	9230	9230	RAB11B	19	19p13.2
HNRNPM	4670	4670	HNRNPM	19	19p13.2
ZNF414	84330	84330	ZNF414	19	19p13.2
MYO1F	4542	4542	MYO1F	19	19p13.3-p13.2
ADAMTS10	81794	81794	ADAMTS10	19	19p13.2
ZNF558	148156	148156	ZNF558	19	19p13.2
ZNF317	57693	57693	ZNF317	19	19p13
ZNF559	84527	84527	ZNF559	19	19p13.2
ZNF266	10781	10781	ZNF266	19	19p13.2
ZNF561	93134	93134	ZNF561	19	19p13.2
ZNF562	54811	54811	ZNF562	19	19p13.2
FBXL12	54850	54850	FBXL12	19	19p13.2
UBL5	59286	59286	UBL5	19	19p13.3
PIN1	5300	5300	PIN1	19	19p13
OLFM2	93145	93145	OLFM2	19	19p13.2
C19orf66	55337	55337	C19orf66	19	19p13.2
PPAN	56342	56342	PPAN	19	19p13
P2RY11	5032	5032	P2RY11	19	19p13.2
EIF3G	8666	8666	EIF3G	19	19p13.2
DNMT1	1786	1786	DNMT1	19	19p13.2
S1PR2	9294	9294	S1PR2	19	19p13.2
MRPL4	51073	51073	MRPL4	19	19p13.2
ICAM1	3383	3383	ICAM1	19	19p13.2
FDX1L	112812	112812	FDX1L	19	19p13.2
RAVER1	125950	125950	RAVER1	19	19p13.2
ICAM3	3385	3385	ICAM3	19	19p13.2
TYK2	7297	7297	TYK2	19	19p13.2
CDC37	11140	11140	CDC37	19	19p13.2
PDE4A	5141	5141	PDE4A	19	19p13.2
KEAP1	9817	9817	KEAP1	19	19p13.2
ATG4D	84971	84971	ATG4D	19	19p13.2
KRI1	65095	65095	KRI1	19	19p13.2
CDKN2D	1032	1032	CDKN2D	19	19p13
AP1M2	10053	10053	AP1M2	19	19p13.2
SLC44A2	57153	57153	SLC44A2	19	19p13.1
ILF3	3609	3609	ILF3	19	19p13.2
QTRT1	81890	81890	QTRT1	19	19p13.3
DNM2	1785	1785	DNM2	19	19p13.2
TMED1	11018	11018	TMED1	19	19p13.2
C19orf38	255809	255809	C19orf38	19	19p13.2
CARM1	10498	10498	CARM1	19	19p13.2
YIPF2	78992	78992	YIPF2	19	19p13.2
C19orf52	90580	90580	C19orf52	19	19p13.2
SMARCA4	6597	6597	SMARCA4	19	19p13.2
LDLR	3949	3949	LDLR	19	19p13.2
KANK2	25959	25959	KANK2	19	19p13.2
DOCK6	57572	57572	DOCK6	19	19p13.2
RAB3D	9545	9545	RAB3D	19	19p13.2
TMEM205	374882	374882	TMEM205	19	19p13.2
CCDC159	126075	126075	CCDC159	19	19p13.2
PLPPR2	64748	64748	PLPPR2	19	19p13.2
SWSAP1	126074	126074	SWSAP1	19	19p13.2
PRKCSH	5589	5589	PRKCSH	19	19p13.2
ZNF653	115950	115950	ZNF653	19	19p13.2
ECSIT	51295	51295	ECSIT	19	19p13.2
CNN1	1264	1264	CNN1	19	19p13.2
ELOF1	84337	84337	ELOF1	19	19p13.2
ACP5	54	54	ACP5	19	19p13.2
ZNF627	199692	199692	ZNF627	19	19p13.2
ZNF823	55552	55552	ZNF823	19	19p13.2
ZNF440	126070	126070	ZNF440	19	19p13.2
ZNF439	90594	90594	ZNF439	19	19p13.2
ZNF69	7620	7620	ZNF69	19	19p13.2
ZNF700	90592	90592	ZNF700	19	19p13.2
ZNF844	284391	284391	ZNF844	19	19p13.2
ZNF136	7695	7695	ZNF136	19	19p13.2
ZNF44	51710	51710	ZNF44	19	19p13.2
ZNF799	90576	90576	ZNF799	19	19p13.2
ZNF443	10224	10224	ZNF443	19	19p13.2
ZNF564	163050	163050	ZNF564	19	19p13.2
ZNF490	57474	57474	ZNF490	19	19p13.2
ZNF791	163049	163049	ZNF791	19	19p13.2
MAN2B1	4125	4125	MAN2B1	19	19p13.2
WDR83	84292	84292	WDR83	19	19p13.2
WDR83OS	51398	51398	WDR83OS	19	19p13.2
DHPS	1725	1725	DHPS	19	19p13.2
FBXW9	84261	84261	FBXW9	19	19p13.2
TNPO2	30000	30000	TNPO2	19	19p13.2
C19orf43	79002	79002	C19orf43	19	19p13.2
ASNA1	439	439	ASNA1	19	19q13.3
HOOK2	29911	29911	HOOK2	19	19p13.2
JUNB	3726	3726	JUNB	19	19p13.2
PRDX2	7001	7001	PRDX2	19	19p13.2
RNASEH2A	10535	10535	RNASEH2A	19	19p13.2
DNASE2	1777	1777	DNASE2	19	19p13.2
GCDH	2639	2639	GCDH	19	19p13.2
FARSA	2193	2193	FARSA	19	19p13.2
CALR	811	811	CALR	19	19p13.13
RAD23A	5886	5886	RAD23A	19	19p13.2
GADD45GIP1	90480	90480	GADD45GIP1	19	19p13.2
NFIX	4784	4784	NFIX	19	19p13.3
LYL1	4066	4066	LYL1	19	19p13.2
TRMT1	55621	55621	TRMT1	19	19p13.2
NACC1	112939	112939	NACC1	19	19p13.2
STX10	8677	8677	STX10	19	19p13.2
IER2	9592	9592	IER2	19	19p13.2
CCDC130	81576	81576	CCDC130	19	19p13.2
MRI1	84245	84245	MRI1	19	19p13.2
C19orf53	28974	28974	C19orf53	19	19p13.2
LOC284454	284454	284454	LOC284454	19	19p13.13
CC2D1A	54862	54862	CC2D1A	19	19p13.12
DCAF15	90379	90379	DCAF15	19	19p13.12
RFX1	5989	5989	RFX1	19	19p13.1
IL27RA	9466	9466	IL27RA	19	19p13.11
LOC113230	113230	113230	LOC113230	19	19p13.12
SAMD1	90378	90378	SAMD1	19	19p13.12
PRKACA	5566	5566	PRKACA	19	19p13.1
ASF1B	55723	55723	ASF1B	19	19p13.12
ADGRL1	22859	22859	ADGRL1	19	19p13.2
ADGRE5	976	976	ADGRE5	19	19p13.12
DDX39A	10212	10212	DDX39A	19	19p13.12
PKN1	5585	5585	PKN1	19	19p13.12
GIPC1	10755	10755	GIPC1	19	19p13.1
DNAJB1	3337	3337	DNAJB1	19	19p13.2
TECR	9524	9524	TECR	19	19p13.12
NDUFB7	4713	4713	NDUFB7	19	19p13.12
SYDE1	85360	85360	SYDE1	19	19p13.12
ILVBL	10994	10994	ILVBL	19	19p13.1
BRD4	23476	23476	BRD4	19	19p13.1
AKAP8	10270	10270	AKAP8	19	19p13.1
AKAP8L	26993	26993	AKAP8L	19	19p13.12
WIZ	58525	58525	WIZ	19	19p13.1
RASAL3	64926	64926	RASAL3	19	19p13.12
CYP4F3	4051	4051	CYP4F3	19	19p13.2
CYP4F12	66002	66002	CYP4F12	19	19p13.1
CYP4F2	8529	8529	CYP4F2	19	19p13.12
TPM4	7171	7171	TPM4	19	19p13.1
RAB8A	4218	4218	RAB8A	19	19p13.1
HSH2D	84941	84941	HSH2D	19	19p13.12
FAM32A	26017	26017	FAM32A	19	19pter-p13.3
